BaseID	Medical care	Hotel	Business affairs	Life service	Transportation hub	Culture	Sports	Residence	Entertainment and leisure	Scenic spot	Government	Factory	Shopping	Restaurant	Education	Landmark	Other
2011	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0
2012	2	0	3	0	0	0	0	10	0	1	4	0	6	2	1	0	3
2013	4	4	8	2	0	0	2	12	0	0	0	2	6	0	6	0	2
2014	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2
2015	1	5	10	1	0	0	0	31	0	5	5	1	8	2	2	1	2
2016	0	0	2	0	0	0	0	7	1	0	1	1	0	2	0	0	0
2017	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018	0	6	0	1	0	0	0	12	3	0	8	0	0	3	0	0	0
2019	11	0	47	4	0	2	4	10	2	2	2	16	7	44	4	0	1
2020	2	5	35	8	0	0	0	57	1	0	18	2	21	21	9	0	0
2021	5	4	16	10	0	2	0	42	0	0	18	4	14	12	9	0	0
2022	0	0	0	0	0	2	4	4	0	0	3	0	0	1	6	0	0
2023	0	0	0	0	0	0	0	5	0	0	3	0	0	0	2	0	0
2024	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0
2025	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	3	4
2026	0	1	5	4	0	1	1	11	2	2	0	0	0	1	0	0	0
2027	7	2	2	0	0	0	0	65	0	1	5	1	14	3	5	0	4
2028	4	0	1	0	0	0	0	60	0	0	0	0	10	11	2	0	0
2029	0	0	1	0	0	0	3	83	1	0	1	0	3	0	1	0	1
2030	0	0	15	0	0	0	0	1	0	1	3	1	0	1	0	0	2
2031	0	2	11	1	0	0	1	9	1	1	1	1	8	7	1	0	0
2032	0	3	17	0	0	1	0	2	0	0	7	3	2	1	0	0	3
2033	1	0	5	0	0	0	0	0	2	0	1	1	1	1	0	0	1
2034	0	0	1	0	0	0	0	12	0	0	1	1	1	0	1	0	0
2035	0	0	2	0	0	0	0	3	1	0	5	0	0	0	3	0	1
2036	0	4	16	0	0	4	0	26	2	0	24	0	0	0	0	0	2
2037	0	0	0	1	0	0	0	6	0	0	2	0	3	1	0	0	0
2038	0	0	0	0	0	0	0	7	0	0	1	0	0	0	1	0	0
2039	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2040	0	1	2	0	0	3	0	34	0	0	2	0	6	8	0	0	2
2041	4	4	14	0	0	2	2	28	0	0	0	2	0	0	0	0	0
2042	0	0	24	0	0	0	0	0	0	0	0	0	0	4	0	0	0
2043	0	0	1	0	0	1	2	8	0	0	0	0	0	0	1	0	0
2044	0	0	17	0	1	0	2	69	2	0	3	0	9	7	7	1	4
2045	0	0	33	1	0	0	0	1	1	0	0	3	5	0	1	1	3
2046	0	1	0	0	0	0	1	13	0	0	0	0	0	0	0	1	1
2047	0	0	38	2	0	0	1	4	0	0	0	1	0	2	1	0	0
2048	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0
2049	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
2050	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
2051	3	0	0	0	0	0	1	2	0	0	2	0	0	0	1	0	2
2052	9	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1
2053	0	0	1	1	0	0	0	51	0	0	1	0	2	1	1	0	3
2054	0	0	15	0	0	0	0	3	0	0	0	1	0	0	0	1	1
2055	0	13	9	1	0	1	1	7	0	2	2	2	10	7	2	2	5
2056	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2057	0	1	4	0	0	1	0	1	0	0	0	3	5	1	0	1	1
2058	2	1	7	7	0	0	2	18	2	1	0	0	17	31	5	0	3
2059	2	4	15	3	0	0	2	61	0	0	8	0	10	4	1	3	5
2060	0	6	42	1	0	0	3	4	0	0	10	6	2	1	0	1	10
2061	2	3	5	4	0	3	0	43	1	1	1	0	5	2	2	1	0
2062	0	2	33	2	0	0	0	10	0	2	4	4	5	3	4	4	4
2063	5	9	13	1	0	0	6	100	6	4	18	2	16	9	10	8	11
2064	2	4	5	2	0	0	0	4	0	0	2	0	10	1	0	0	10
2065	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	1
2066	1	0	3	0	0	1	0	5	0	0	0	1	0	0	0	2	0
2067	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2068	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	1	0
2069	2	6	2	0	0	0	0	22	0	0	10	2	2	0	0	0	0
2070	0	6	14	1	0	6	4	34	3	0	9	2	6	3	6	0	0
2071	0	0	0	0	0	0	1	17	0	0	1	0	5	0	0	0	1
2072	1	4	3	0	0	1	1	25	0	1	4	0	2	4	6	0	3
2073	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
2074	0	0	4	1	0	36	0	0	0	1	0	0	0	0	0	1	2
2075	0	0	5	1	1	34	0	0	0	0	0	0	3	6	0	0	0
2076	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2077	1	0	12	0	0	0	0	8	0	0	1	0	6	0	0	0	0
2078	0	0	2	0	0	1	0	3	0	0	0	0	13	0	0	0	0
2079	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2080	0	0	13	6	0	0	0	8	1	0	2	0	14	46	8	0	4
2081	0	2	9	11	0	0	6	27	2	2	2	4	23	66	5	0	0
2082	0	4	13	8	0	4	2	24	5	0	3	0	23	48	2	0	2
2083	0	1	5	0	1	0	0	10	0	0	0	0	1	1	2	0	0
2084	2	1	74	4	1	1	1	14	2	1	13	0	3	5	4	0	0
2085	0	2	2	0	0	0	1	3	1	0	0	0	0	1	0	0	1
2086	0	0	8	1	0	0	3	6	3	0	0	0	0	0	1	0	1
2087	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	1	2
2088	1	1	12	5	2	0	1	0	5	1	0	1	46	42	1	0	4
2089	3	0	3	0	1	1	0	39	0	2	1	0	4	0	3	0	0
2090	1	0	1	0	0	0	0	9	0	0	9	0	0	0	1	1	0
2091	0	0	1	1	0	0	0	25	0	0	1	0	2	0	0	0	1
2092	2	0	12	3	0	0	2	3	2	0	1	0	1	3	0	0	2
2093	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2094	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1
2095	2	10	15	10	0	0	6	45	8	0	4	2	24	18	4	0	6
2096	11	4	2	1	0	0	2	25	0	0	2	0	3	9	6	0	0
2097	2	2	5	0	0	4	0	7	0	0	4	0	5	8	0	0	17
2098	1	0	0	4	0	0	0	93	1	2	0	0	6	3	8	2	1
2099	1	1	2	0	0	1	0	2	2	0	1	0	0	8	0	0	1
2100	0	2	5	0	0	0	1	5	1	0	5	0	0	5	0	0	0
2101	0	1	26	2	0	1	0	10	1	0	3	11	5	5	3	0	2
2102	0	2	5	0	0	0	0	28	0	0	11	1	6	1	1	1	1
2103	0	1	2	1	0	0	0	19	0	0	9	0	4	1	2	1	0
2104	36	2	14	11	1	0	1	43	0	0	1	0	9	5	3	0	1
2105	0	1	4	0	0	0	0	5	0	0	1	0	0	0	0	0	1
2106	0	0	1	0	0	0	0	13	0	0	2	0	0	0	0	0	1
2107	0	0	1	3	0	0	0	4	0	0	1	1	6	6	0	1	0
2108	1	0	7	0	0	0	0	10	0	0	1	1	1	0	3	0	0
2109	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2110	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
2111	0	2	2	0	0	0	0	92	0	0	0	0	0	0	0	0	0
2112	2	2	1	5	0	1	1	31	0	0	0	0	10	15	1	0	2
2113	0	1	4	1	0	0	1	24	1	0	0	0	15	1	1	0	3
2114	0	0	0	0	0	0	0	36	0	0	1	0	0	0	1	0	0
2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2116	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2117	0	2	29	1	0	0	3	10	6	0	2	0	2	0	3	0	0
2118	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1
2119	2	3	15	3	0	1	0	8	3	0	10	4	14	1	0	3	7
2120	0	0	0	0	0	0	0	7	0	0	1	0	1	0	2	0	0
2121	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
2122	0	1	1	0	0	0	0	13	0	0	2	0	0	1	0	0	1
2123	2	0	6	0	0	0	0	4	0	0	0	0	3	1	1	0	8
2124	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2126	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
2127	29	2	12	10	0	8	0	55	8	14	20	0	32	16	10	0	0
2128	3	2	40	12	0	6	4	43	21	10	10	2	46	34	10	0	0
2129	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
2130	2	0	2	1	0	0	0	20	0	0	0	0	2	8	0	0	2
2131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2132	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0
2133	13	0	0	2	0	0	2	10	0	0	6	0	3	6	4	0	0
2134	0	2	12	2	1	0	0	8	1	0	3	1	0	0	0	0	11
2135	0	1	1	2	0	4	17	14	3	7	8	0	2	1	4	0	3
2136	0	1	0	0	0	1	0	8	2	0	2	0	1	2	2	0	0
2137	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2138	0	4	7	2	0	2	8	6	3	0	0	0	1	13	1	0	0
2139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2140	8	8	17	2	0	0	2	80	1	0	4	2	35	27	9	0	1
2141	0	4	0	0	0	0	0	20	0	0	2	0	0	0	2	0	0
2142	0	2	3	2	0	0	2	16	1	0	9	0	2	7	3	0	0
2143	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
2144	0	0	27	4	0	0	0	30	0	2	2	0	2	5	0	0	3
2145	0	1	1	2	0	1	0	15	0	0	3	0	1	0	0	0	0
2146	2	0	4	10	0	0	3	19	6	0	2	0	9	6	1	0	2
2147	0	0	11	8	2	2	0	2	2	0	23	0	0	8	0	0	1
2148	0	2	0	1	0	0	0	38	2	0	0	2	3	3	2	0	0
2149	0	0	0	0	0	0	0	4	0	0	0	0	1	2	0	0	0
2150	0	0	53	1	0	2	0	1	0	0	5	1	1	13	0	1	1
2151	0	4	14	2	0	2	2	4	2	0	0	0	0	1	2	0	2
2152	0	0	22	0	0	0	0	0	0	0	2	0	0	1	0	0	3
2153	3	1	3	3	0	0	0	7	3	0	2	0	1	0	0	1	1
2154	4	0	17	0	0	0	0	2	0	0	1	2	0	2	0	0	0
2155	0	1	35	1	0	1	3	2	1	0	0	7	0	2	0	0	2
2156	0	1	10	0	0	0	0	3	0	0	0	1	0	0	2	0	2
2157	3	14	40	4	3	4	0	35	2	0	4	0	5	18	2	0	5
2158	0	0	3	1	0	0	0	0	0	0	2	0	1	3	0	0	5
2159	3	5	7	3	0	4	4	39	5	1	2	0	11	10	5	0	4
2160	1	0	11	0	0	0	0	4	1	0	1	0	1	0	0	0	2
2161	0	4	0	0	0	0	2	22	0	0	0	0	1	4	3	0	1
2162	4	2	22	1	0	0	1	2	0	1	0	0	9	27	1	0	3
2163	0	0	7	0	0	0	1	1	0	0	0	1	0	0	0	0	1
2164	6	0	2	0	0	0	0	4	0	0	4	0	0	0	1	0	0
2165	0	0	1	0	1	0	0	1	0	0	0	0	7	1	0	0	0
2166	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2167	4	3	5	0	0	0	2	19	1	0	7	0	0	2	0	0	0
2168	1	0	12	2	0	1	0	1	0	0	24	0	0	2	0	0	1
2169	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2170	11	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2171	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0
2172	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0
2173	0	5	50	1	0	1	2	3	0	0	1	5	2	4	0	0	5
2174	1	4	2	0	0	0	0	9	0	0	0	2	4	1	1	3	2
2175	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2176	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2177	0	5	4	2	0	0	1	1	3	0	0	0	5	2	0	0	1
2178	1	4	12	0	0	0	0	18	2	0	0	1	9	1	1	0	1
2179	3	0	2	0	0	0	0	16	1	0	0	0	6	1	1	0	1
2180	1	6	2	7	0	0	3	24	5	0	5	0	10	20	4	1	1
2181	0	6	9	1	0	0	4	0	1	0	2	1	66	2	0	0	2
2182	2	1	11	0	0	2	3	0	0	1	2	0	0	1	0	0	2
2183	0	0	6	0	0	0	0	3	0	0	2	0	0	0	0	2	1
2184	0	0	2	0	0	1	0	8	0	0	0	0	0	0	0	0	1
2185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2189	0	0	2	1	0	0	0	0	0	6	3	1	1	0	0	0	4
2190	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
2191	0	1	1	1	0	0	0	0	0	18	0	0	1	1	0	0	0
2192	0	0	12	3	0	0	0	12	1	0	1	1	2	5	0	0	1
2193	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0
2194	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
2195	0	1	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0
2196	0	1	1	0	0	1	0	3	1	0	1	1	2	0	0	0	0
2197	1	1	49	0	0	1	1	7	0	0	1	2	6	22	0	1	10
2198	0	2	1	0	0	0	0	6	0	0	0	0	1	0	0	0	0
2199	0	0	1	0	0	0	0	1	0	0	0	0	0	0	12	1	2
2200	0	0	2	0	0	6	0	0	0	0	4	0	0	0	10	0	0
2201	0	2	4	0	0	0	1	18	0	0	7	0	2	3	0	0	0
2202	9	0	6	1	0	0	0	3	0	0	0	0	9	7	0	0	4
2203	0	1	4	0	0	0	0	6	0	0	0	0	6	0	0	1	0
2204	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1
2205	0	4	48	2	0	0	1	48	0	0	7	10	9	7	4	0	2
2206	1	4	8	4	1	1	0	23	1	0	7	0	29	14	1	0	3
2207	0	2	0	0	0	0	1	26	0	1	1	0	3	1	1	1	1
2208	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2209	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
2210	0	0	3	0	0	0	0	1	0	0	1	0	1	1	0	0	0
2211	1	0	2	8	0	0	0	109	1	0	3	0	20	13	3	0	5
2212	0	3	3	0	0	1	1	48	2	0	3	0	5	4	3	0	7
2213	0	14	15	2	0	0	3	2	2	0	9	1	2	7	1	0	2
2214	0	4	20	0	0	0	5	11	2	1	1	0	0	3	0	1	2
2215	0	0	0	1	0	0	0	3	0	0	1	1	1	0	0	0	3
2216	0	0	4	0	0	1	2	12	0	0	0	0	4	2	1	0	0
2217	0	3	11	1	0	0	0	10	2	0	2	0	5	4	0	0	0
2218	2	2	6	2	1	0	0	40	0	0	5	0	7	3	0	1	2
2219	0	0	1	3	0	0	2	30	0	0	1	0	8	3	1	3	3
2220	0	0	5	2	2	0	1	1	4	5	0	0	18	26	8	1	4
2221	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2222	0	0	0	0	0	0	0	11	0	0	5	0	3	0	2	1	1
2223	1	0	0	1	0	0	0	37	0	0	1	0	4	6	0	0	1
2224	2	1	9	0	0	1	0	12	1	0	4	0	5	1	5	3	4
2225	1	0	0	6	0	0	0	12	0	0	0	0	2	2	0	1	0
2226	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
2227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2228	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0
2229	1	4	1	2	0	0	0	17	2	0	1	0	5	10	0	0	1
2230	0	1	11	0	0	0	0	1	0	0	2	0	0	0	0	1	0
2231	1	5	9	3	0	3	1	19	3	3	1	3	15	11	4	0	3
2232	2	1	19	1	0	0	0	29	1	0	1	6	2	14	3	1	1
2233	1	3	30	0	0	0	1	2	1	0	1	4	0	0	2	3	8
2234	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2235	1	0	1	0	0	0	0	7	0	0	2	0	4	7	2	0	0
2236	1	2	8	0	1	0	0	3	0	0	0	0	2	11	2	0	1
2237	0	0	1	1	0	0	0	38	2	0	0	0	2	4	0	0	0
2238	2	8	34	1	0	2	2	140	2	9	7	3	12	2	3	3	19
2239	0	0	1	1	0	0	0	0	1	0	0	0	4	0	0	0	1
2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2242	4	0	8	14	0	2	0	35	2	0	10	0	16	1	7	0	1
2243	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
2244	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0
2245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2246	0	2	0	0	0	0	0	2	1	0	0	1	0	2	0	0	1
2247	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3
2248	0	0	68	0	0	1	0	6	1	0	2	17	1	1	4	0	2
2249	0	0	1	2	0	0	0	3	0	0	0	4	0	0	0	0	1
2250	0	0	4	4	0	0	1	14	0	0	2	0	8	6	0	0	1
2251	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2252	0	0	1	0	1	0	3	52	0	0	0	0	1	7	1	1	2
2253	0	0	3	1	0	0	1	51	0	2	2	0	2	2	6	0	2
2254	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
2255	0	2	2	4	0	1	0	23	0	0	1	0	11	0	3	0	3
2256	0	8	19	11	2	0	5	61	2	2	14	0	27	36	7	0	5
2257	0	0	0	1	0	1	2	10	2	0	3	0	5	2	9	0	1
2258	1	3	5	5	3	0	1	3	1	0	1	1	25	21	0	0	7
2259	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2260	0	3	20	2	2	0	0	12	1	0	1	1	9	19	1	1	0
2261	1	0	0	0	2	1	0	0	1	0	0	0	2	0	1	1	0
2262	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1
2263	2	1	3	0	0	1	1	55	0	0	2	0	8	1	5	1	4
2264	0	0	0	3	0	0	0	45	0	0	0	0	10	4	0	0	1
2265	0	0	2	0	0	0	0	8	0	0	0	0	4	6	0	0	0
2266	0	0	1	0	0	0	0	21	0	0	0	2	0	0	0	1	0
2267	1	0	15	1	0	0	2	4	2	2	0	0	2	0	0	1	1
2268	2	0	16	2	0	4	0	0	0	4	0	0	4	14	0	0	2
2269	0	15	23	4	0	39	1	2	0	1	0	0	5	7	0	0	21
2270	1	17	8	5	0	3	0	26	5	0	17	0	5	9	2	1	6
2271	0	0	4	0	0	0	0	7	0	0	4	0	4	1	2	0	0
2272	1	0	24	0	0	1	0	29	0	0	0	3	0	1	0	0	1
2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2274	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2275	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
2276	0	1	2	0	0	1	4	17	1	2	0	0	26	1	0	0	7
2277	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1
2278	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	1
2279	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2280	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1
2281	0	0	14	1	0	0	0	23	0	0	6	0	4	0	2	0	1
2282	2	4	77	2	0	0	0	34	0	0	0	6	1	2	2	0	13
2283	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2284	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
2285	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2286	0	4	2	0	0	0	10	6	0	0	0	2	5	4	0	0	6
2287	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2289	0	0	7	1	0	0	0	1	0	0	2	0	0	0	0	3	0
2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2291	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
2292	1	0	0	0	0	0	0	15	0	2	0	0	0	0	0	2	1
2293	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0
2294	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
2295	0	10	8	0	0	0	2	2	0	0	0	0	1	0	2	0	8
2296	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2297	0	0	4	0	0	0	0	6	0	0	2	0	3	0	0	0	0
2298	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300	0	0	0	2	0	0	0	13	0	0	6	0	2	0	3	2	0
2301	0	0	5	1	0	0	0	13	0	0	2	1	0	0	0	0	0
2302	1	2	0	1	0	1	2	22	0	0	3	0	6	2	2	2	4
2303	1	1	11	3	0	1	1	23	0	0	5	2	2	0	3	0	2
2304	2	2	76	15	2	2	5	4	6	7	4	6	85	117	4	0	6
2305	0	1	78	0	0	0	4	10	1	1	9	2	1	3	1	0	6
2306	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1
2307	1	2	5	8	0	1	0	56	4	0	1	0	21	31	1	0	2
2308	2	0	2	0	0	0	0	7	0	0	1	1	2	0	0	0	1
2309	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2
2310	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2311	0	1	8	0	0	0	0	1	0	0	0	0	3	0	0	0	0
2312	0	0	21	1	0	0	0	4	0	0	4	0	1	0	4	0	0
2313	1	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0
2314	0	0	1	2	0	0	2	5	0	1	1	0	8	6	1	1	1
2315	0	0	0	0	0	6	2	0	0	0	0	2	0	2	0	2	2
2316	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	1
2317	2	2	42	2	0	0	0	6	0	0	18	0	5	0	11	0	6
2318	0	0	4	0	0	0	0	9	0	0	0	0	1	1	0	0	1
2319	3	2	15	0	0	0	0	32	0	0	6	0	14	0	5	0	3
2320	0	0	6	0	0	0	0	3	0	0	0	0	0	1	0	0	0
2321	4	14	52	8	0	2	2	122	12	0	2	4	61	12	0	4	17
2322	4	2	4	2	0	0	4	48	6	0	0	0	51	18	6	2	13
2323	0	4	4	2	0	0	0	55	2	2	1	4	10	7	5	2	8
2324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2325	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	3
2326	4	0	34	3	2	0	2	265	0	2	0	6	9	1	4	3	9
2327	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2328	1	0	46	8	0	2	2	99	0	0	1	2	5	2	0	0	9
2329	0	1	40	2	0	2	0	4	0	2	4	1	2	0	6	1	8
2330	0	0	5	0	0	1	0	6	0	0	2	0	1	0	0	1	1
2331	0	0	5	1	0	0	0	0	0	0	0	0	6	2	0	0	0
2332	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1
2333	0	0	2	1	0	0	0	56	0	0	0	1	0	0	0	0	4
2334	0	1	5	1	0	1	3	14	2	0	1	0	11	21	0	1	3
2335	0	0	1	0	0	0	1	4	0	1	1	0	3	2	2	0	1
2336	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2337	0	4	0	0	0	0	0	13	0	0	1	0	1	0	1	1	6
2338	0	6	16	16	0	0	1	29	4	0	3	1	46	26	1	2	3
2339	4	4	3	6	0	0	3	12	2	0	1	0	4	1	1	0	2
2340	0	1	2	0	0	0	0	4	1	0	4	0	0	0	0	0	0
2341	0	0	3	2	0	0	0	7	0	0	1	0	0	0	1	1	0
2342	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2343	0	0	1	0	0	0	0	4	0	0	1	0	11	0	0	0	0
2344	1	1	6	13	0	0	1	38	2	0	2	0	17	11	5	0	1
2345	1	3	16	1	0	1	2	24	0	1	4	2	3	1	0	0	0
2346	2	0	0	4	0	0	0	2	0	0	0	0	2	2	0	0	0
2347	0	0	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0
2348	1	3	13	0	0	0	1	12	0	0	4	2	2	2	0	0	0
2349	0	3	30	2	1	2	2	22	2	0	4	1	8	8	3	0	2
2350	2	1	1	0	1	0	2	6	5	2	2	0	6	3	1	0	0
2351	0	0	1	0	0	0	1	3	0	0	0	0	2	1	0	0	0
2352	0	0	3	0	0	0	0	0	0	0	0	3	1	0	0	0	4
2353	1	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0
2354	0	0	1	0	0	3	0	3	0	0	1	1	0	0	6	0	0
2355	0	4	5	2	0	0	0	1	0	0	0	1	2	0	0	0	0
2356	0	0	0	0	0	0	0	2	1	0	0	0	20	0	0	0	0
2357	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2358	0	0	0	0	0	0	1	51	0	0	2	0	2	1	0	0	0
2359	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	1
2360	0	0	2	1	0	6	5	2	9	0	0	0	5	8	0	2	2
2361	0	0	0	0	0	2	0	1	2	1	8	0	0	1	0	0	1
2362	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0
2363	0	0	2	0	0	0	0	10	0	0	0	0	2	1	0	0	0
2364	0	4	22	4	0	4	2	11	1	0	0	0	1	4	0	0	4
2365	0	0	31	2	0	0	0	0	0	0	2	4	1	6	0	2	1
2366	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
2367	0	1	6	3	0	1	0	1	0	0	0	0	2	3	1	0	0
2368	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
2369	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0
2370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2371	1	12	0	1	0	1	1	42	0	0	3	0	2	2	1	0	0
2372	2	0	2	4	0	3	8	10	3	2	22	0	4	15	92	0	1
2373	2	9	3	0	0	2	2	23	0	0	3	0	2	6	1	0	1
2374	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2375	0	3	1	1	0	0	0	6	0	0	0	0	0	1	1	0	0
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2377	3	4	3	0	0	0	2	2	0	0	0	0	4	1	0	0	2
2378	1	8	15	7	0	0	0	27	5	0	0	2	21	6	1	0	2
2379	2	4	20	22	0	4	4	10	4	0	2	0	14	10	16	0	0
2380	0	0	7	0	0	2	0	41	0	0	0	0	0	0	0	0	0
2381	0	0	29	1	0	0	0	1	0	1	0	0	1	3	0	0	10
2382	0	0	8	0	0	0	0	1	0	0	0	1	0	0	0	0	1
2383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2384	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2385	4	3	4	0	0	2	4	4	2	0	3	0	1	0	2	0	0
